personname,finalworth_2022,finalworth_2018,selfmade,age,category,country,gender
Sam Tarascio,1200,1000,True,77,Real Estate,Australia,M
Alexander Tedja,1200,1000,True,76,Real Estate,Indonesia,M
Laurie Tisch,1200,1000,False,71,Diversified,United States,F
Steven Tisch,1200,1000,False,73,Diversified,United States,M
Wim van der Leegte,1200,1000,False,74,Manufacturing,Netherlands,M
Thongma Vijitpongpun,1200,1000,True,64,Real Estate,Thailand,M
Horst Wortmann,1200,1000,True,80,Fashion & Retail,Germany,M
Wu Chung-yi,1200,1000,False,66,Manufacturing,Taiwan,M
Xiu Laigui,1200,1000,True,67,Healthcare,China,M
Joao Alves de Queiroz Filho,1100,2000,True,69,Diversified,Brazil,M
Sara Blakely,1100,1000,True,51,Fashion & Retail,United States,F
Henadiy Boholyubov,1100,1000,True,60,Diversified,Ukraine,M
Turgay Ciner,1100,1000,True,66,Diversified,Turkey,M
Gabriel Escarrer,1100,1000,True,87,Service,Spain,M
Paul Fireman,1100,1000,True,78,Fashion & Retail,United States,M
Donald Friese,1100,1000,True,81,Manufacturing,United States,M
Soichiro Fukutake,1100,1000,False,76,Service,New Zealand,M
Stelios Haji-Ioannou,1100,1000,False,55,Service,Monaco,M
Ronnen Harary,1100,1000,True,50,Manufacturing,Canada,M
Eduardo Hochschild,1100,1000,False,58,Metals & Mining,Peru,M
Jonas Kamprad,1100,1000,False,56,Finance & Investments,United Kingdom,M
Mathias Kamprad,1100,1000,False,52,Finance & Investments,United Kingdom,M
Peter Kamprad,1100,1000,False,58,Finance & Investments,Belgium,M
Samvel Karapetyan,1100,3000,True,56,Construction & Engineering,Russia,M
Alexander Karp,1100,1000,True,54,Technology,United States,M
Koh Wee Meng,1100,1000,True,58,Real Estate,Singapore,M
Sergei Kolesnikov,1100,1000,True,50,Manufacturing,Russia,M
Nancy Lerner,1100,1000,False,61,Finance & Investments,United States,F
Norma Lerner,1100,1000,False,86,Finance & Investments,United States,F
Randolph Lerner,1100,1000,False,60,Finance & Investments,United States,M
Li Tan,1100,1000,True,57,Healthcare,China,F
Ma Xiuhui,1100,1000,True,51,Manufacturing,China,F
Yasseen Mansour,1100,1000,True,60,Diversified,Egypt,M
Kerr Neilson,1100,1000,True,72,Finance & Investments,Australia,M
Anton Rabie,1100,1000,True,50,Manufacturing,Canada,M
Igor Rybakov,1100,1000,True,49,Manufacturing,Russia,M
K. Rai Sahi,1100,1000,True,75,Real Estate,Canada,M
Analjit Singh,1100,1000,False,68,Diversified,India,M
Dirk Stroeer,1100,1000,False,53,Media & Entertainment,Germany,M
Mehmet Sinan Tara,1100,1000,False,63,Construction & Engineering,Turkey,M
Robert Toll,1100,1000,True,81,Real Estate,United States,M
Surin Upatkoon,1100,1000,True,72,Diversified,Malaysia,M
Murat Vargi,1100,1000,True,74,Telecom,Turkey,M
Allan Wong,1100,1000,True,72,Manufacturing,Hong Kong,M
Yang Erzhu,1100,1000,True,71,Real Estate,China,M
Yu Rong,1100,1000,True,50,Healthcare,China,M
Zhang Cheng Fei,1100,1000,True,54,Manufacturing,China,M
Krishna Kumar Bangur,1000,1000,False,61,Manufacturing,India,M
Johanna Braun,1000,1000,False,42,Healthcare,Germany,F
Karl Friedrich Braun,1000,1000,False,39,Healthcare,Germany,M
Jean-Pierre Cayard,1000,4000,False,79,Food & Beverage,France,M
Tony Chen,1000,1000,True,72,Technology,Taiwan,M
Vivien Chen,1000,2000,False,63,Real Estate,Hong Kong,F
Pollyanna Chu,1000,7000,True,64,Finance & Investments,Hong Kong,F
Sefik Yilmaz Dizdar,1000,1000,True,84,Fashion & Retail,Turkey,M
Charles Dunstone,1000,1000,True,58,Telecom,United Kingdom,M
Polys Haji-Ioannou,1000,1000,False,62,Service,Monaco,M
Hiroshi Ishibashi,1000,1000,False,75,Automotive,Japan,M
Bent Jensen,1000,1000,False,70,Manufacturing,Denmark,M
Morris Kahn,1000,1000,True,92,Technology,Israel,M
Eugene Kaspersky,1000,1000,True,56,Technology,Russia,M
Ihor Kolomoyskyy,1000,1000,True,59,Diversified,Ukraine,M
Liu Baolin,1000,1000,True,68,Fashion & Retail,China,M
Bruce Nordstrom,1000,1000,False,88,Fashion & Retail,United States,M
Roberto Ongpin,1000,1000,True,85,Diversified,Philippines,M
Ren Zhengfei,1000,2000,True,78,Telecom,China,M
Francisco Jose Riberas Mera,1000,2000,False,57,Manufacturing,Spain,M
Boris Rotenberg,1000,1000,True,65,Construction & Engineering,Russia,M
Alan Rydge,1000,1000,True,69,Media & Entertainment,Australia,M
Oliver Samwer,1000,1000,True,48,Technology,Germany,M
Axel Stawski,1000,1000,True,71,Real Estate,United States,M
Peter-Alexander Wacker,1000,1000,False,70,Manufacturing,Germany,M
"Richard Yuengling, Jr.",1000,1000,False,79,Food & Beverage,United States,M
