Rank,Name,Age,Source,Industry,Gender,Continent,Country,Headquarters,State,Net Worth,Title
1394.0,Emilio Azcarraga Jean,50.0,TV broadcasting,Media & Entertainment,Male,North America,Mexico,,,1.7,
1394.0,Sezai Bacaksiz,68.0,diversified,Diversified,Male,Europe,Turkey,,,1.7,
1394.0,Lesley Bamberger,52.0,real estate,Real Estate,Male,Europe,Netherlands,,,1.7,
1394.0,Angela Bennett,73.0,mining,Metals & Mining,Female,Oceania,Australia,,,1.7,
1394.0,Hubertus Benteler,71.0,auto parts,Automotive,Male,Europe,Germany,,,1.7,
1394.0,Ludwig Theodor Braun,28.0,medical technology,Healthcare,Male,Europe,Germany,,,1.7,
1394.0,Nicola Bulgari,77.0,luxury goods,Fashion & Retail,Male,Europe,Italy,,,1.7,
1394.0,Paolo Bulgari,80.0,luxury goods,Fashion & Retail,Male,Europe,Italy,,,1.7,
1394.0,Chen Dejun,47.0,package delivery,Logistics,Male,Asia,China,,,1.7,
1394.0,Tony Chen,49.0,eletronics,Technology,Male,Asia,Taiwan,,,1.7,
1394.0,Chen Xueli,67.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.7,
1394.0,Luigi Cremonini,78.0,meat processing,Food and Beverage,Male,Europe,Italy,,,1.7,
1394.0,Dominique Desseigne,73.0,casinos,Gambling & Casinos,Male,Europe,France,,,1.7,
1394.0,Sefik Yilmaz Dizdar,79.0,fashion retail,Fashion & Retail,Male,Europe,Turkey,,,1.7,
1394.0,Domenico Dolce,59.0,luxury goods,Fashion & Retail,Male,Europe,Italy,,,1.7,
1394.0,Pavel Durov,33.0,messaging app,Technology,Male,Asia,Russia,,,1.7,
1394.0,John Farber,92.0,chemicals,Manufacturing,Male,North America,United States,NY,New York,1.7,
1394.0,Robert Fisher,64.0,Gap,Service,Male,North America,United States,CA,California,1.7,"Chairman of the Board, Gap"
1394.0,William Fisher,60.0,Gap,Fashion & Retail,Male,North America,United States,CA,California,1.7,"Director, Gap"
1394.0,Stefano Gabbana,55.0,luxury goods,Fashion & Retail,Male,Europe,Italy,,,1.7,
1394.0,Rolf Gerling,63.0,insurance,Finance and Investments,Male,Europe,Germany,,,1.7,
1394.0,Serge Godin,68.0,information technology,Technology,Male,North America,Canada,,,1.7,"Chairman and CEO, CGI Group"
1394.0,Sergei Gordeev,45.0,real estate,Real Estate,Male,Asia,Russia,,,1.7,
1394.0,Mehmet Nazif Gunal,70.0,"tourism, construction",Diversified,Male,Europe,Turkey,,,1.7,
1394.0,Yusuf Hamied,81.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.7,
1394.0,Gerry Harvey,78.0,retail,Fashion & Retail,Male,Oceania,Australia,,,1.7,
1394.0,Timothy Headington,67.0,"oil & gas, investments",Energy,Male,North America,United States,TX,Texas,1.7,
1394.0,Huang Chulong,59.0,real estate,Real Estate,Male,North America,Canada,,,1.7,
1394.0,Huo Qinghua,56.0,coal,Energy,Male,Asia,China,,,1.7,
1394.0,Devendra Jain,89.0,chemicals,Manufacturing,Male,Asia,India,,,1.7,
1394.0,Jiang Yintai,67.0,auto parts,Automotive,Male,Asia,China,,,1.7,
1394.0,"Jim Justice, II.",66.0,coal,Metals & Mining,Male,North America,United States,WV,West Virginia,1.7,
1394.0,Kim Jun-Ki,73.0,diversified,Diversified,Male,Asia,South Korea,,,1.7,Dongbu Insurance
1394.0,William Koch,77.0,"oil, investments",Energy,Male,North America,United States,FL,Florida,1.7,
1394.0,Anthony Langley,63.0,manufacturing,Diversified,Male,Europe,United Kingdom,,,1.7,
1394.0,Marc Lasry,57.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.7,"Founder, Avenue Capital Group"
1394.0,Peter Leibinger,51.0,machine tools,Manufacturing,Male,Europe,Germany,,,1.7,
1394.0,Regine Leibinger,55.0,machine tools,Manufacturing,Female,Europe,Germany,,,1.7,
1394.0,Li San Yim,68.0,construction equipment,Manufacturing,Male,Asia,China,,,1.7,
1394.0,David Lichtenstein,56.0,real estate,Real Estate,Male,North America,United States,NY,New York,1.7,
1394.0,Lim Oon Kuin,74.0,oil trading,Energy,Male,Asia,Singapore,,,1.7,
1394.0,Liu Ming Chung,55.0,paper manufacturing,Manufacturing,Male,South America,Brazil,,,1.7,
1394.0,Ma Xiuhui,47.0,LED lighting,Manufacturing,Female,Asia,China,,,1.7,
1394.0,Prayudh Mahagitsiri,72.0,"coffee, shipping",Food and Beverage,Male,Asia,Thailand,,,1.7,
1394.0,Anand Mahindra,62.0,automobiles,Automotive,Male,Asia,India,,,1.7,
1394.0,Kishore Mariwala,83.0,consumer goods,Food and Beverage,Male,Asia,India,,,1.7,
1394.0,Craig McCaw,68.0,telecom,Telecom,Male,North America,United States,WA,Washington,1.7,
1394.0,Miguel McKelvey,43.0,WeWork,Real Estate,Male,North America,United States,NY,New York,1.7,
1394.0,Vincent McMahon,72.0,wrestling,Sports,Male,North America,United States,CT,Connecticut,1.7,
1394.0,David McMurtry,77.0,manufacturing,Manufacturing,Male,Europe,United Kingdom,,,1.7,
1394.0,Gary Michelson,69.0,medical patents,Healthcare,Male,North America,United States,CA,California,1.7,
1394.0,Massimo Moratti,72.0,oil refinery,Energy,Male,Europe,Italy,,,1.7,
1394.0,Farhad Moshiri,62.0,diversified,Diversified,Male,Europe,United Kingdom,,,1.7,
1394.0,Jerry Moyes,74.0,Transportation,Logistics,Male,North America,United States,AZ,Arizona,1.7,
1394.0,Charles Munger,94.0,Berkshire Hathaway,Finance and Investments,Male,North America,United States,CA,California,1.7,"Vice Chairman, Berkshire Hathaway"
1394.0,Kerr Neilson,68.0,investment,Finance and Investments,Male,Oceania,Australia,,,1.7,
1394.0,Ou Zongrong,54.0,real estate,Real Estate,Male,Asia,China,,,1.7,
1394.0,Nihat Ozdemir,67.0,diversified,Diversified,Male,Europe,Turkey,,,1.7,
1394.0,Pan Weiming,54.0,real estate,Real Estate,Male,Asia,China,,,1.7,
1394.0,Park Yeon-Cha,72.0,sneakers,Manufacturing,Male,Asia,South Korea,,,1.7,
1394.0,Nelson Peltz,75.0,investments,Finance and Investments,Male,North America,United States,NY,New York,1.7,"Founder, Trian Fund Management"
1394.0,Roger Penske,81.0,cars,Automotive,Male,North America,United States,MI,Michigan,1.7,
1394.0,Qi Jinxing,55.0,real estate,Real Estate,Male,Asia,China,,,1.7,
1394.0,Qi Shi,48.0,financial information,Technology,Male,Asia,China,,,1.7,
1394.0,Theodore Rachmat,74.0,diversified,Diversified,Male,Asia,Indonesia,,,1.7,
1394.0,Juan Maria Riberas Mera,49.0,steel,Metals & Mining,Male,Europe,Spain,,,1.7,
1394.0,Vijay Shekhar Sharma,39.0,financial technology,Service,Male,Asia,India,,,1.7,
1394.0,Konstantin Strukov,59.0,"gold, coal mining",Metals & Mining,Male,Asia,Russia,,,1.7,
1394.0,Henry Swieca,60.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.7,"Founder, Talpion Fund Management"
1394.0,Wichai Thongtang,71.0,investments,Real Estate,Male,Asia,Thailand,,,1.7,
1394.0,Torsten Toeller,51.0,pet food,Fashion & Retail,Male,Europe,Germany,,,1.7,
1394.0,Roman Trotsenko,47.0,"transport, engineering, real estate",Logistics,Male,Asia,Russia,,,1.7,
1394.0,Todd Wagner,57.0,online media,Media & Entertainment,Male,North America,United States,TX,Texas,1.7,
1394.0,Wang Chaobin,62.0,real estate,Real Estate,Male,Asia,China,,,1.7,
1394.0,Wang Yanqing,51.0,electrical equipment,Manufacturing,Male,Asia,China,,,1.7,
1394.0,John Whittaker,75.0,real estate,Real Estate,Male,Europe,United Kingdom,,,1.7,
1394.0,Wu Guangming,56.0,medical equipment,Healthcare,Male,Asia,China,,,1.7,
1394.0,Xu Qiming,54.0,"food, art",Diversified,Male,Asia,China,,,1.7,
1394.0,Zhang Xiaojuan,48.0,logistics,Logistics,Female,Asia,China,,,1.7,
1477.0,Melih Abdulhayoglu,49.0,internet security,Technology,Male,Europe,Turkey,NJ,New Jersey,1.6,
1477.0,Radhe Shyam Agarwal,73.0,consumer goods,Fashion & Retail,Male,Asia,India,,,1.6,
1477.0,Mohamed Al Fayed,89.0,"retail, investments",Fashion & Retail,Male,Africa,Egypt,,,1.6,
1477.0,Faisal Bin Qassim Al Thani,70.0,"hotels, diversified",Diversified,Male,Asia,Qatar,,,1.6,
1477.0,William F. Austin,76.0,hearing aids,Manufacturing,Male,North America,United States,MN,Minnesota,1.6,
1477.0,Louis Bacon,61.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.6,"Founder, Moore Capital Management, LP"
1477.0,Achal Bakeri,58.0,air coolers,Manufacturing,Male,Asia,India,,,1.6,
1477.0,Othman Benjelloun,85.0,"banking, insurance",Finance and Investments,Male,Africa,Morocco,,,1.6,
1477.0,William Berkley,71.0,insurance,Finance and Investments,Male,North America,United States,CT,Connecticut,1.6,"Chairman and CEO, WR Berkley"
1477.0,Aneel Bhusri,52.0,business software,Technology,Male,North America,United States,CA,California,1.6,"CEO and Cofounder, Workday"
1477.0,O. Francis Biondi,53.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.6,
1477.0,John Bloor,74.0,"real estate, manufacturing",Diversified,Male,Europe,United Kingdom,,,1.6,
1477.0,David Booth,72.0,mutual funds,Finance and Investments,Male,North America,United States,TX,Texas,1.6,"chairman and CEO, Dimensional Fund Advisors"
1477.0,Cai Wensheng,48.0,photo sharing app,Technology,Male,Asia,China,,,1.6,
1477.0,Ahmet Calik,60.0,"energy, banking, construction",Diversified,Male,Europe,Turkey,,,1.6,
1477.0,Michel Chalhoub,86.0,retail,Fashion & Retail,Male,Europe,France,,,1.6,
1477.0,Chen Xiaoying,41.0,package delivery,Logistics,Female,Asia,China,,,1.6,
1477.0,Cho Jung-Ho,59.0,finance,Finance and Investments,Male,Asia,South Korea,,,1.6,Meritz Financial Group
1477.0,Turgay Ciner,62.0,diversified,Diversified,Male,Europe,Turkey,,,1.6,
1477.0,Steve Conine,45.0,online retail,Technology,Male,North America,United States,MA,Massachusetts,1.6,
1477.0,Jacques D'Amours,61.0,retail,Fashion & Retail,Male,North America,Canada,,,1.6,"Vice President and Cofounder, Alimentation Couche Tard Inc. Cl A"
1477.0,Robert Defares,56.0,electronic trading,Finance and Investments,Male,Europe,Netherlands,,,1.6,
1477.0,Alexander Dzhaparidze,62.0,oil services,Energy,Male,Asia,Russia,,,1.6,
1477.0,Stephen Feinberg,57.0,private equity,Finance and Investments,Male,North America,United States,NY,New York,1.6,"Co-founder and CEO, Cerberus Capital Management"
1477.0,Paul Foster,60.0,oil refining,Energy,Male,North America,United States,TX,Texas,1.6,"Chairman, Western Refining"
1477.0,Mario Gabelli,75.0,money management,Finance and Investments,Male,North America,United States,CT,Connecticut,1.6,
1477.0,Marcos Galperin,,e-commerce,Technology,Male,South America,Argentina,,,1.6,
1477.0,Radhe Shyam Goenka,72.0,consumer goods,Fashion & Retail,Male,Asia,India,,,1.6,
1477.0,Christopher Goldsbury,75.0,salsa,Food and Beverage,Male,North America,United States,TX,Texas,1.6,"Chief Executive Officer, Silver Ventures"
1477.0,Stelios Haji-Ioannou,51.0,EasyJet,Service,Male,Europe,Cyprus,,,1.6,
1477.0,Ilkka Herlin,59.0,"elevators, escalators",Manufacturing,Male,Europe,Finland,,,1.6,
1477.0,Brian Higgins,53.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.6,"Co-Founder, King Street Capital Management"
1477.0,Stephen Jarislowsky,92.0,money management,Finance and Investments,Male,North America,Canada,,,1.6,"Cofounder and Chairman, Jarislowsky & Fraser"
1477.0,Michael Jordan,55.0,"Charlotte Hornets, endorsements",Sports,Male,North America,United States,FL,Florida,1.6,
1477.0,Kenji Kasahara,42.0,social network,Technology,Male,Asia,Japan,,,1.6,
1477.0,Kim Taek-Jin,50.0,online games,Gambling & Casinos,Male,Asia,South Korea,,,1.6,NCSOFT Corporation
1477.0,Edward Lampert,55.0,Sears,Finance and Investments,Male,North America,United States,FL,Florida,1.6,"Founder, ESL Investments Inc."
1477.0,Thomas Lau,63.0,department stores,Fashion & Retail,Male,Asia,Hong Kong,,,1.6,
1477.0,Thai Lee,59.0,IT provider,Technology,Female,North America,United States,TX,Texas,1.6,
1477.0,Lei Jufang,65.0,pharmaceuticals,Healthcare,Female,Asia,China,,,1.6,
1477.0,Li Li,54.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.6,
1477.0,Li Liufa,60.0,"steel, diversified",Diversified,Male,Asia,China,,,1.6,
1477.0,Liu Hanyuan,54.0,agribusiness,Food and Beverage,Male,Asia,China,,,1.6,
1477.0,Pier Luigi Loro Piana,66.0,fashion,Fashion & Retail,Male,Europe,Italy,,,1.6,
1477.0,Billy Joe (Red) McCombs,90.0,"real estate, oil, cars, sports",Diversified,Male,North America,United States,TX,Texas,1.6,
1477.0,Gian Marco Moratti,81.0,oil refinery,Energy,Male,Europe,Italy,,,1.6,
1477.0,Manuel Moroun,90.0,transportation,Logistics,Male,North America,United States,MI,Michigan,1.6,
1477.0,Robert Mouawad,73.0,fine jewelry,Service,Male,Asia,Lebanon,,,1.6,
1477.0,Marius Nacht,52.0,software,Technology,Male,Asia,Israel,,,1.6,
1477.0,Ni Zugen,61.0,appliances,Manufacturing,Male,Asia,China,,,1.6,
1477.0,Lirio Parisotto,64.0,investments,Finance and Investments,Male,South America,Brazil,,,1.6,
1477.0,Karl-Johan Persson,42.0,H&M,Fashion & Retail,Male,Europe,Sweden,,,1.6,
1477.0,Tom Persson,33.0,H&M,Fashion & Retail,Male,Europe,Sweden,,,1.6,
1477.0,Dmitry Pumpyansky,53.0,steel pipes,Metals & Mining,Male,Asia,Russia,,,1.6,
1477.0,Ruan Shuilong,82.0,chemicals,Manufacturing,Male,Asia,China,,,1.6,
1477.0,Jean Salata,52.0,finance,Finance and Investments,Male,South America,Chile,,,1.6,
1477.0,Sheryl Sandberg,48.0,Facebook,Technology,Female,North America,United States,CA,California,1.6,"COO, Facebook"
1477.0,Niraj Shah,44.0,online retail,Technology,Male,North America,United States,MA,Massachusetts,1.6,
1477.0,Shin Dong-Guk,67.0,Pharmaceuticals,Healthcare,Male,Asia,South Korea,,,1.6,Hanyang Precision
1477.0,Ben Silbermann,35.0,Pinterest,Technology,Male,North America,United States,CA,California,1.6,
1477.0,Charlotte Soderstrom,41.0,H&M,Fashion & Retail,Female,Europe,Sweden,,,1.6,
1477.0,Thomas Steyer,60.0,hedge funds,Finance and Investments,Male,North America,United States,CA,California,1.6,
1477.0,Su Weizhong,49.0,"oil, fertilizers",Energy,Male,Asia,China,,,1.6,
1477.0,David Teoh,61.0,telecoms,Telecom,Male,Oceania,Australia,,,1.6,
1477.0,Wang Jinshu,61.0,chemicals,Manufacturing,Male,Asia,China,,,1.6,
1477.0,Wang Yaohai,51.0,lighting,Technology,Male,Asia,China,,,1.6,
1477.0,Charlotte Colket Weber,75.0,Campbell Soup,Food and Beverage,Female,North America,United States,FL,Florida,1.6,"Director, Campbell Soup"
1477.0,Wei Ing-Chou,65.0,"food, beverages",Food and Beverage,Male,Asia,Taiwan,,,1.6,
1477.0,Yin-Chun Wei,61.0,"food, beverages",Food and Beverage,Male,Asia,Taiwan,,,1.6,
1477.0,Wei Yin-Heng,59.0,"food, beverages",Food and Beverage,Male,Asia,Taiwan,,,1.6,
1477.0,Wei Ying-Chiao,63.0,"food, beverages",Food and Beverage,Male,Asia,Taiwan,,,1.6,
1477.0,Richard White,62.0,software,Technology,Male,Oceania,Australia,,,1.6,
1477.0,Allan Wong,67.0,electronics,Manufacturing,Male,Asia,Hong Kong,,,1.6,
1477.0,Wong Kwong Yu,48.0,retail,Fashion & Retail,Male,Asia,China,,,1.6,
1477.0,Wu Jianshu,54.0,auto parts,Automotive,Male,Asia,Hong Kong,,,1.6,
1477.0,Wu Xu,54.0,real estate,Real Estate,Male,,St. Kitts and Nevis,,,1.6,
1477.0,Wu Xushun,69.0,"internet, auto parts",Diversified,Male,Asia,China,,,1.6,
1477.0,Luis Enrique Yarur Rey,67.0,banking,Finance and Investments,Male,South America,Chile,,,1.6,
1477.0,Albert Yeung,75.0,"real estate, retail",Diversified,Male,Asia,Hong Kong,,,1.6,
1477.0,Yu Rong,46.0,health clinics,Healthcare,Male,Asia,China,,,1.6,
1477.0,Kostyantin Zhevago,44.0,mining,Metals & Mining,Male,,Ukraine,,,1.6,
1477.0,Zhou Chengjian,52.0,fashion retail,Fashion & Retail,Male,Asia,China,,,1.6,
1477.0,Zhou Yaoting,75.0,"apparel, real estate",Diversified,Male,Asia,China,,,1.6,
1477.0,Zhuang Kuilong,55.0,polyester,Manufacturing,Male,Asia,China,,,1.6,
1561.0,Jose Joao Abdalla Filho,,investments,Finance and Investments,Male,South America,Brazil,,,1.5,
1561.0,Khalifa Bin Butti Al Muhairi,39.0,"hospitals, investments",Diversified,Male,Asia,United Arab Emirates,,,1.5,
1561.0,Folorunsho Alakija,67.0,oil,Energy,Female,Africa,Nigeria,,,1.5,
1561.0,Bill Alfond,69.0,shoes,Fashion & Retail,Male,North America,United States,ME,Maine,1.5,
1561.0,Susan Alfond,72.0,shoes,Fashion & Retail,Female,North America,United States,ME,Maine,1.5,
1561.0,Ted Alfond,73.0,shoes,Fashion & Retail,Male,North America,United States,MA,Massachusetts,1.5,
1561.0,Joy Alukkas,61.0,jewelry,Fashion & Retail,Male,Asia,India,,,1.5,
1561.0,Andrey Andreev,44.0,online dating,Technology,Male,Europe,United Kingdom,,,1.5,
1561.0,Carol Jenkins Barnett,61.0,Publix supermarkets,Food and Beverage,Female,North America,United States,FL,Florida,1.5,"Chairman, Publix  Super Markets"
1561.0,Oleg Boyko,53.0,diversified,Diversified,Male,Asia,Russia,,,1.5,
1561.0,Ana Maria Brescia Cafferata,93.0,"mining, banking",Diversified,Female,South America,Peru,,,1.5,
1561.0,Binod Chaudhary,62.0,diversified,Diversified,Male,,Nepal,,,1.5,
1561.0,Che Fengsheng,55.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.5,
1561.0,Chen Qingzhou,52.0,communications equipment,Telecom,Male,Asia,China,,,1.5,
1561.0,Richard Desmond,66.0,publishing,Media & Entertainment,Male,Europe,United Kingdom,,,1.5,
1561.0,Mohammed Dewji,42.0,diversified,Diversified,Male,,Tanzania,,,1.5,
1561.0,Carl Douglas,56.0,investments,Diversified,Male,Europe,Sweden,,,1.5,
1561.0,Eric Douglas,49.0,investments,Diversified,Male,Europe,Sweden,,,1.5,
1561.0,Bulent Eczacibasi,68.0,"pharmaceuticals, diversified",Diversified,Male,Europe,Turkey,,,1.5,
1561.0,Faruk Eczacibasi,63.0,"pharmaceuticals, diversified",Diversified,Male,Europe,Turkey,,,1.5,
1561.0,Martha Ford,92.0,Ford Motor,Automotive,Female,North America,United States,MI,Michigan,1.5,
1561.0,Yasuhiro Fukushima,70.0,video games,Media & Entertainment,Male,Asia,Japan,,,1.5,
1561.0,Reinold Geiger,70.0,beauty products,Fashion & Retail,Male,Europe,Austria,,,1.5,
1561.0,Saad Hariri,47.0,"construction, investments",Construction & Engineering,Male,Asia,Lebanon,,,1.5,
1561.0,Richard Hayne,70.0,Urban Outfitters,Fashion & Retail,Male,North America,United States,PA,Pennsylvania,1.5,"Chairman, President & Chief Executive Officer, Urban Outfitters"
1561.0,Ilona Herlin,53.0,"elevators, escalators",Manufacturing,Female,Europe,Finland,,,1.5,
1561.0,Asok Kumar Hiranandani,63.0,real estate,Real Estate,Male,Asia,Singapore,,,1.5,
1561.0,Niranjan Hiranandani,68.0,real estate,Real Estate,Male,Asia,India,,,1.5,
1561.0,Huang Qiaoling,59.0,amusement parks,Media & Entertainment,Male,Asia,China,,,1.5,
1561.0,Huang Zhuangmian,48.0,logistics,Logistics,Male,Asia,China,,,1.5,
1561.0,Hal Jackman,85.0,"insurance, investments",Finance and Investments,Male,North America,Canada,,,1.5,
1561.0,Anurang Jain,55.0,auto parts,Manufacturing,Male,Asia,India,,,1.5,
1561.0,Keeree Kanjanapas,67.0,transportation,Real Estate,Male,Asia,Thailand,,,1.5,
1561.0,Kim Nam-Jung,45.0,food,Food and Beverage,Male,Asia,South Korea,,,1.5,
1561.0,Seth Klarman,60.0,investments,Finance and Investments,Male,North America,United States,MA,Massachusetts,1.5,"CEO & President, Baupost Group"
1561.0,Alexander Klyachin,50.0,real estate,Real Estate,Male,Asia,Russia,,,1.5,
1561.0,Yuriy Kosiuk,49.0,agriculture,Food and Beverage,Male,,Ukraine,,,1.5,
1561.0,Miguel Krigsner,68.0,cosmetics,Fashion & Retail,Male,South America,Brazil,,,1.5,
1561.0,Lee Yin Yee,66.0,glass,Manufacturing,Male,Asia,China,,,1.5,
1561.0,Nicola Leibinger-Kammueller,58.0,manufacturing,Manufacturing,Female,Europe,Germany,,,1.5,
1561.0,Li Weiwei,41.0,online games,Technology,Male,Asia,China,,,1.5,
1561.0,William Li,43.0,automobiles,Automotive,Male,Asia,China,,,1.5,
1561.0,Li Yihai,55.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.5,
1561.0,Li Yong,40.0,chemicals,Manufacturing,Male,Asia,China,,,1.5,
1561.0,Lin Ming-hsiung,68.0,supermarkets,Fashion & Retail,Male,Asia,Taiwan,,,1.5,
1561.0,Lou Zhongfu,64.0,real estate,Real Estate,Male,Asia,China,,,1.5,
1561.0,Low Tuck Kwong,69.0,coal,Energy,Male,Asia,Indonesia,,,1.5,
1561.0,P.N.C. Menon,69.0,real estate,Real Estate,Male,Asia,Oman,,,1.5,
1561.0,Thomas Meyer,58.0,apparel retailer,Fashion & Retail,Male,Europe,Switzerland,,,1.5,
1561.0,Ezra Nahmad,72.0,art,Finance and Investments,Male,,Monaco,,,1.5,
1561.0,Judith Neilson,71.0,investments,Finance and Investments,Female,Oceania,Australia,,,1.5,
