Rank,Name,Age,Source,Industry,Gender,Continent,Country,Headquarters,State,Net Worth,Title
1650.0,Alberto Prada,,luxury goods,Fashion & Retail,Male,Europe,Italy,,,1.4,
1650.0,Marina Prada,,luxury goods,Fashion & Retail,Female,Europe,Italy,,,1.4,
1650.0,Forrest Preston,84.0,health care,Healthcare,Male,North America,United States,TN,Tennessee,1.4,
1650.0,Jerry Reinsdorf,82.0,sports teams,Sports,Male,North America,United States,IL,Illinois,1.4,
1650.0,Fernando Roig,70.0,supermarkets,Fashion & Retail,Male,Europe,Spain,,,1.4,
1650.0,Subhash Runwal,74.0,real estate,Real Estate,Male,Asia,India,,,1.4,
1650.0,Yoshiyuki Sankai,59.0,robotics,Technology,Male,Asia,Japan,,,1.4,
1650.0,Kirill Shamalov,35.0,petrochemicals,Energy,Male,Asia,Russia,,,1.4,
1650.0,Shin Dong-Bin,63.0,retail,Fashion & Retail,Male,Asia,South Korea,,,1.4,Lotte Shopping
1650.0,Evgeny (Eugene) Shvidler,53.0,"oil & gas, investments",Energy,Male,North America,United States,,,1.4,
1650.0,Jasminder Singh,67.0,hotels,Real Estate,Male,Europe,United Kingdom,,,1.4,
1650.0,Martua Sitorus,58.0,palm oil,Manufacturing,Male,Asia,Indonesia,,,1.4,
1650.0,Peter Sperling,58.0,education,Service,Male,North America,United States,AZ,Arizona,1.4,
1650.0,Jerzy Starak,70.0,pharmaceuticals,Healthcare,Male,Europe,Poland,,,1.4,
1650.0,Manny Stul,68.0,toys,Manufacturing,Male,Oceania,Australia,,,1.4,
1650.0,Su Rubo,63.0,real estate,Real Estate,Male,Asia,China,,,1.4,
1650.0,Fuat Tosyali,55.0,steel,Metals & Mining,Male,Europe,Turkey,,,1.4,
1650.0,Kenny Troutt,70.0,telecom,Telecom,Male,North America,United States,TX,Texas,1.4,
1650.0,Rufino Vigil Gonzalez,69.0,steel,Metals & Mining,Male,North America,Mexico,,,1.4,
1650.0,Wang Jianfeng,48.0,auto parts,Automotive,Male,Asia,China,,,1.4,
1650.0,Wang Jing,45.0,telecom services,Telecom,Male,Asia,China,,,1.4,
1650.0,Wang Qunbin,48.0,conglomerate,Diversified,Male,Asia,China,,,1.4,
1650.0,Dan Wilks,61.0,natural gas,Energy,Male,North America,United States,TX,Texas,1.4,
1650.0,Farris Wilks,66.0,natural gas,Energy,Male,North America,United States,TX,Texas,1.4,
1650.0,Thomas Wu,67.0,finance,Finance and Investments,Male,Asia,Taiwan,,,1.4,
1650.0,Yi Zheng,47.0,software,Technology,Male,Asia,China,,,1.4,
1650.0,Yuan Fugen,67.0,metal processing,Manufacturing,Male,Asia,China,,,1.4,
1650.0,"Richard Yuengling, Jr.",74.0,beer,Food and Beverage,Male,North America,United States,PA,Pennsylvania,1.4,
1650.0,Gavril Yushvaev,60.0,"precious metals, real estate",Finance and Investments,Male,Asia,Russia,,,1.4,
1650.0,Zeng Kaitian,43.0,online games,Technology,Male,Asia,China,,,1.4,
1650.0,Zhang Wanzhen,68.0,electronic components,Manufacturing,Male,Asia,China,,,1.4,
1650.0,Zhang Yubai,53.0,wine,Food and Beverage,Male,Asia,China,,,1.4,
1650.0,Changpeng Zhao,,cryptocurrency,Finance and Investments,Male,Asia,China,,,1.4,
1650.0,Zhou Yifeng,49.0,chemicals,Manufacturing,Male,Asia,China,,,1.4,
1650.0,Zhou Yongli,63.0,conglomerate,Manufacturing,Male,Asia,China,,,1.4,
1650.0,Zhu Wenchen,52.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.4,
1650.0,Ahmet Nazif Zorlu,73.0,diversified,Diversified,Male,Europe,Turkey,,,1.4,
1756.0,Len Ainsworth,94.0,betting machines,Gambling & Casinos,Male,Oceania,Australia,,,1.3,
1756.0,Edmund Ansin,82.0,television,Media & Entertainment,Male,North America,United States,FL,Florida,1.3,"President, Sunbeam Television, Corp."
1756.0,Markus Blocher,47.0,chemicals,Manufacturing,Male,Europe,Switzerland,,,1.3,
1756.0,Leonid Boguslavsky,66.0,venture capital,Finance and Investments,Male,Asia,Russia,,,1.3,
1756.0,Jorge Horacio Brito,65.0,banking,Finance and Investments,Male,South America,Argentina,,,1.3,
1756.0,Saket Burman,40.0,consumer goods,Food and Beverage,Male,Europe,United Kingdom,,,1.3,
1756.0,Steve Case,59.0,AOL,Technology,Male,North America,United States,VA,Virginia,1.3,
1756.0,Jeffrey Cheah,72.0,property,Real Estate,Male,Asia,Malaysia,,,1.3,
1756.0,Bruce Cheng,82.0,electronics,Technology,Male,Asia,Taiwan,,,1.3,
1756.0,Cheng Xianfeng,49.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.3,
1756.0,Ivan Chrenko,50.0,real estate,Real Estate,Male,,Slovakia,,,1.3,
1756.0,Eduardo Cojuangco,82.0,"food, drinks",Food and Beverage,Male,Asia,Philippines,,,1.3,
1756.0,Brunello Cucinelli,64.0,fashion,Fashion & Retail,Male,Europe,Italy,,,1.3,
1756.0,Darwin Deason,77.0,Xerox,Service,Male,North America,United States,TX,Texas,1.3,
1756.0,Andrea Della Valle,52.0,shoes,Fashion & Retail,Male,Europe,Italy,,,1.3,
1756.0,Jamie Dimon,61.0,banking,Finance and Investments,Male,North America,United States,NY,New York,1.3,"CEO, JPMorgan Chase"
1756.0,Charles Dunstone,54.0,mobile phones,Telecom,Male,Europe,United Kingdom,,,1.3,
1756.0,Bruce Flatt,52.0,money management,Finance and Investments,Male,North America,Canada,,,1.3,
1756.0,Fu Meicheng,60.0,"TV shows, movies",Media & Entertainment,Male,Asia,China,,,1.3,
1756.0,Soichiro Fukutake,72.0,education,Service,Male,Asia,Japan,,,1.3,
1756.0,Don Gao,53.0,power tools,Manufacturing,Male,Asia,China,,,1.3,
1756.0,Gao Yunfeng,51.0,industrial lasers,Manufacturing,Male,Asia,China,,,1.3,
1756.0,Anne Gittinger,82.0,Nordstrom department stores,Fashion & Retail,Female,North America,United States,WA,Washington,1.3,
1756.0,Clelia Haji-Ioannou,47.0,EasyJet,Service,Female,Europe,Cyprus,,,1.3,
1756.0,John Hancock,42.0,trust fund,Metals & Mining,Male,Oceania,Australia,,,1.3,
1756.0,Ronnen Harary,46.0,toys,Manufacturing,Male,North America,Canada,,,1.3,
1756.0,Ayman Hariri,39.0,"construction, investments",Construction & Engineering,Male,Asia,Lebanon,,,1.3,
1756.0,Fahd Hariri,37.0,"construction, investments",Construction & Engineering,Male,Asia,Lebanon,,,1.3,
1756.0,Surendra Hiranandani,63.0,real estate,Real Estate,Male,Europe,Cyprus,,,1.3,
1756.0,Alan Howard,54.0,hedge funds,Finance and Investments,Male,Europe,United Kingdom,,,1.3,"Founder, Brevan Howard Asset Management"
1756.0,Hu Keqin,59.0,chemicals,Diversified,Male,Asia,China,,,1.3,
1756.0,Archie Hwang,,semiconductors,Technology,Male,Asia,Taiwan,,,1.3,
1756.0,Irwin Jacobs,84.0,semiconductors,Technology,Male,North America,United States,CA,California,1.3,"Cofounder, Qualcomm"
1756.0,Mitchell Jacobson,67.0,industrial equipment,Service,Male,North America,United States,NY,New York,1.3,
1756.0,Rana Kapoor,60.0,banking,Finance and Investments,Male,Asia,India,,,1.3,
1756.0,Alexander Karp,50.0,software firm,Technology,Male,North America,United States,CA,California,1.3,"Cofounder and CEO, Palantir Technologies"
1756.0,Raghuvinder Kataria,68.0,diversified,Finance and Investments,Male,Europe,United Kingdom,,,1.3,
1756.0,Habil Khorakiwala,75.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.3,
1756.0,Sidney Kimmel,90.0,retail,Fashion & Retail,Male,North America,United States,NY,New York,1.3,
1756.0,Andre Koo,50.0,financial services,Finance and Investments,Male,Asia,Taiwan,,,1.3,
1756.0,Koo Bon-Neung,68.0,electronics,Manufacturing,Male,Asia,South Korea,,,1.3,Heesung Electronics
1756.0,Andrei Kosogov,56.0,"oil, banking, telecom",Energy,Male,Asia,Russia,,,1.3,
1756.0,Lee Ho-Jin,55.0,diversified,Diversified,Male,Asia,South Korea,,,1.3,Taekwang Industrial
1756.0,Solomon Lew,72.0,retail,Fashion & Retail,Male,Oceania,Australia,,,1.3,
1756.0,Rodney Lewis,63.0,natural gas,Energy,Male,North America,United States,TX,Texas,1.3,
1756.0,Li Jiaquan,54.0,chemicals,Manufacturing,Male,Asia,China,,,1.3,
1756.0,Lin Fanlian,56.0,gas,Energy,Male,Asia,China,,,1.3,
1756.0,Lin Jianhua,55.0,solar panel components,Manufacturing,Male,Asia,China,,,1.3,
1756.0,Lin Tianfu,55.0,"footwear, apparel",Fashion & Retail,Male,Asia,Hong Kong,,,1.3,
1756.0,Louise Lindh,38.0,investments,Diversified,Female,Europe,Sweden,,,1.3,
1756.0,Liu Baolin,64.0,pharmacies,Fashion & Retail,Male,Asia,China,,,1.3,
1756.0,Jose Llado Fernandez-Urrutia,83.0,construction,Construction & Engineering,Male,Europe,Spain,,,1.3,
1756.0,Lu Di,,drones,Technology,Male,Asia,China,,,1.3,
1756.0,"Cargill MacMillan, III.",58.0,Cargill,Food and Beverage,Male,North America,United States,CO,Colorado,1.3,
1756.0,John MacMillan,68.0,Cargill,Food and Beverage,Male,North America,United States,MN,Minnesota,1.3,
1756.0,Martha MacMillan,66.0,Cargill,Food and Beverage,Female,North America,United States,MN,Minnesota,1.3,
1756.0,William MacMillan,63.0,Cargill,Food and Beverage,Male,North America,United States,CO,Colorado,1.3,
1756.0,Katarina Martinson,36.0,investments,Diversified,Female,Europe,Sweden,,,1.3,
1756.0,Craig Newmark,65.0,Craigslist,Technology,Male,North America,United States,CA,California,1.3,
1756.0,Bruce Nordstrom,84.0,Nordstrom department stores,Fashion & Retail,Male,North America,United States,WA,Washington,1.3,
1756.0,Pierre Karl Péladeau,56.0,media,Media & Entertainment,Male,North America,Canada,,,1.3,
1756.0,David Penaloza Alanis,44.0,toll roads,Construction & Engineering,Male,North America,Mexico,,,1.3,
1756.0,Andreas Pohl,53.0,mutual funds,Finance and Investments,Male,Europe,Germany,,,1.3,
1756.0,"Reinfried Pohl, Jr.",58.0,mutual funds,Finance and Investments,Male,Europe,Germany,,,1.3,
1756.0,Mahendra Prasad,78.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.3,
1756.0,Anton Rabie,46.0,toys,Manufacturing,Male,North America,Canada,,,1.3,
1756.0,Bianca Rinehart,40.0,trust fund,Metals & Mining,Female,Oceania,Australia,,,1.3,
1756.0,Ginia Rinehart,31.0,trust fund,Metals & Mining,Female,Oceania,Australia,,,1.3,
1756.0,Alexander Rovt,65.0,"fertilizer, real estate",Manufacturing,Male,North America,United States,NY,New York,1.3,
1756.0,Lily Safra,80.0,banking,Finance and Investments,Female,,Monaco,,,1.3,
1756.0,Deniz Sahenk,72.0,diversified,Diversified,Female,Europe,Turkey,,,1.3,
1756.0,Karin Schick,,information technology,Technology,Female,Europe,Germany,,,1.3,
1756.0,Leonard Schleifer,65.0,pharmaceuticals,Healthcare,Male,North America,United States,NY,New York,1.3,"CEO and Founder, Regeneron Pharmaceuticals"
1756.0,Dieter Schnabel,72.0,chemicals,Manufacturing,Male,Europe,Germany,,,1.3,
1756.0,Bhadresh Shah,66.0,engineering,Manufacturing,Male,Asia,India,,,1.3,
1756.0,Shao Qinxiang,63.0,diversified,Manufacturing,Male,Asia,China,,,1.3,
1756.0,Eric Ya Shen,47.0,online apparel retail,Technology,Male,Asia,China,,,1.3,
1756.0,Nobutoshi Shimamura,92.0,retail,Fashion & Retail,Male,Asia,Japan,,,1.3,
1756.0,Shum Chiu Hung,48.0,real estate,Real Estate,Male,Asia,China,,,1.3,
1756.0,Helmut Sohmen,78.0,shipping,Logistics,Male,Europe,Austria,,,1.3,
1756.0,Sun Qinghuan,44.0,lighting,Technology,Male,Asia,China,,,1.3,
1756.0,Sun Yinhuan,68.0,real estate,Real Estate,Male,Asia,China,,,1.3,
1756.0,Djoko Susanto,68.0,supermarkets,Fashion & Retail,Male,Asia,Indonesia,,,1.3,
1756.0,Erol Tabanca,60.0,Construction,Construction & Engineering,Male,Europe,Turkey,,,1.3,
1756.0,Alexander Tedja,72.0,real estate,Real Estate,Male,Asia,Indonesia,,,1.3,
1756.0,Wilma Tisch,90.0,diversified,Finance and Investments,Female,North America,United States,NY,New York,1.3,
1756.0,Ayhan Tosyali,54.0,steel,Metals & Mining,Male,Europe,Turkey,,,1.3,
1756.0,Fatih Tosyali,52.0,steel,Metals & Mining,Male,Europe,Turkey,,,1.3,
1756.0,Long Tran Dinh,57.0,"steel, heavy industry",Manufacturing,Male,Asia,Vietnam,,,1.3,
1756.0,Tsai Ming-Kai,67.0,semiconductors,Technology,Male,Asia,Taiwan,,,1.3,
1756.0,Pavel Tykac,53.0,coal mines,Metals & Mining,Male,Europe,Czech Republic,,,1.3,
1756.0,Jayshree Ullal,56.0,technology,Technology,Female,North America,United States,CA,California,1.3,
1756.0,Wan Long,77.0,food,Food and Beverage,Male,Asia,China,,,1.3,
1756.0,Wang Muqing,67.0,auto distribution,Automotive,Male,Asia,China,,,1.3,
1756.0,Wang Yong,67.0,food sweeteners,Food and Beverage,Male,Asia,China,,,1.3,
1756.0,Hope Welker,32.0,trust fund,Metals & Mining,Female,Oceania,Australia,NY,New York,1.3,
1756.0,Wen Yibo,52.0,wastewater treatment,Service,Male,Asia,China,,,1.3,
1756.0,Stephen T. Winn,71.0,real estate services,Real Estate,Male,North America,United States,TX,Texas,1.3,
1756.0,Gordon Wu,82.0,real estate,Real Estate,Male,Asia,Hong Kong,,,1.3,
1756.0,Wu Lanlan,44.0,packaging,Manufacturing,Female,Asia,China,,,1.3,
1756.0,Xu Ziquan,59.0,software,Technology,Male,Asia,China,,,1.3,
1756.0,Yang Meirong,,education,Service,Female,Asia,China,,,1.3,
1756.0,Yang Tingdong,57.0,brewery,Food and Beverage,Male,Asia,China,,,1.3,
1756.0,You Xiaoping,60.0,"chemicals, spandex",Manufacturing,Male,Asia,China,,,1.3,
1756.0,Yu Peidi,58.0,real estate,Real Estate,Male,Asia,Hong Kong,,,1.3,
1756.0,Yu Qibing,52.0,glass,Manufacturing,Male,Asia,China,,,1.3,
1756.0,Yu Yunxin,56.0,costume jewelry,Fashion & Retail,Male,Asia,China,,,1.3,
1756.0,Zan Shengda,54.0,diversified,Diversified,Male,Asia,China,,,1.3,
1756.0,Zhang Guiping,66.0,real estate,Real Estate,Male,Asia,China,,,1.3,
1756.0,Zhao Weiguo,51.0,IT products,Technology,Male,Asia,China,,,1.3,
1756.0,Zheng Jianjiang,57.0,electrical equipment,Manufacturing,Male,Asia,China,,,1.3,
1867.0,Hamad bin Jassim bin Jaber Al Thani,58.0,investments,Finance and Investments,Male,Asia,Qatar,,,1.2,
1867.0,Fawzi Al-Kharafi,,diversified,Diversified,Male,Asia,Kuwait,,,1.2,
1867.0,Mohannad Al-Kharafi,,diversified,Diversified,Male,Asia,Kuwait,,,1.2,
1867.0,Isak Andic,64.0,fashion retail,Fashion & Retail,Male,Europe,Spain,,,1.2,
1867.0,Marc Andreessen,46.0,venture capital investing,Finance and Investments,Male,North America,United States,CA,California,1.2,"Cofounder and Partner, Andreessen Horowitz"
1867.0,Jose Maria Aristrain,55.0,Steel,Metals & Mining,Male,Europe,Spain,,,1.2,
1867.0,Thomas Bailey,81.0,money management,Finance and Investments,Male,North America,United States,CO,Colorado,1.2,
1867.0,Harindarpal Banga,67.0,commodities,Finance and Investments,Male,Asia,India,,,1.2,
1867.0,Elena Baturina,55.0,"investments, real estate",Construction & Engineering,Female,Asia,Russia,,,1.2,
1867.0,Eduardo Belmont Anderson,72.0,cosmetics,Fashion & Retail,Male,South America,Peru,,,1.2,
1867.0,Tomasz Biernacki,45.0,supermarkets,Fashion & Retail,Male,Europe,Poland,,,1.2,
1867.0,Zadik Bino,74.0,"banking, oil",Diversified,Male,Asia,Israel,,,1.2,
1867.0,Brett Blundy,58.0,"retail, agribusiness",Fashion & Retail,Male,Oceania,Australia,,,1.2,
1867.0,Henadiy Boholyubov,56.0,"banking, investments",Diversified,Male,,Ukraine,,,1.2,
1867.0,Charles Brandes,75.0,money management,Finance and Investments,Male,North America,United States,CA,California,1.2,"Founder & Chairman, Brandes Investment Partners, L.P."
1867.0,Amit Burman,48.0,consumer goods,Food and Beverage,Male,Asia,India,,,1.2,
1867.0,Cai Dongqing,48.0,animation,Media & Entertainment,Male,Asia,China,,,1.2,
1867.0,Chen Bo,47.0,wind power generation,Energy,Male,Asia,China,,,1.2,
1867.0,Cheng Wei,35.0,ride-hailing service,Service,Male,Asia,China,,,1.2,"Founder and CEO, Didi Chuxing"
1867.0,Phongthep Chiaravanont,66.0,diversified,Diversified,Male,Asia,Thailand,,,1.2,
1867.0,Kochouseph Chittilappilly,67.0,manufacturing,Manufacturing,Male,Asia,India,,,1.2,
1867.0,Chu Jinfu,60.0,electrical equipment,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Eduardo Costantini,71.0,real estate,Real Estate,Male,South America,Argentina,,,1.2,
1867.0,Sol Daurella,52.0,Coca-Cola,Food and Beverage,Female,Europe,Spain,,,1.2,
1867.0,Philip Day,52.0,clothing retail,Fashion & Retail,Male,Europe,United Kingdom,,,1.2,
1867.0,D. Leopoldo Del Pino y Calvo-Sotelo,55.0,construction,Construction & Engineering,Male,Europe,Spain,,,1.2,
1867.0,Norbert Dentressangle,63.0,"transport, logistics",Logistics,Male,Europe,France,,,1.2,
1867.0,Beda Diethelm,77.0,hearing aids,Healthcare,Male,Europe,Switzerland,,,1.2,
1867.0,Mark Dixon,59.0,office real estate,Real Estate,Male,Europe,United Kingdom,,,1.2,
1867.0,Henry Engelhardt,60.0,insurance,Finance and Investments,Male,North America,United States,,,1.2,"Chief Executive Officer, Admiral Group plc"
1867.0,Fang Hongbo,51.0,home appliances,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Gleb Fetisov,51.0,investments,Telecom,Male,Asia,Russia,,,1.2,
1867.0,Donald Foss,73.0,auto loans,Automotive,Male,North America,United States,MI,Michigan,1.2,
1867.0,Robert Friedland,67.0,mining,Metals & Mining,Male,North America,United States,,,1.2,"Founder and Executive Chairman, Ivanhoe Mines Ltd."
1867.0,Donald Friese,77.0,manufacturing,Manufacturing,Male,North America,United States,CA,California,1.2,
1867.0,Fu Guangming,64.0,poultry,Food and Beverage,Male,Asia,China,,,1.2,
1867.0,Dan Gertler,44.0,mining,Metals & Mining,Male,Asia,Israel,,,1.2,
1867.0,Dennis Gillings,73.0,drug testing,Healthcare,Male,Europe,United Kingdom,NC,North Carolina,1.2,
1867.0,Ryan Graves,34.0,uber,Technology,Male,North America,United States,CA,California,1.2,
1867.0,Gu Wei,53.0,consumer electronics,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Alfredo Harp Helu,73.0,banking,Finance and Investments,Male,North America,Mexico,,,1.2,
1867.0,Gudrun Heine,63.0,medical devices,Healthcare,Female,Europe,Germany,,,1.2,
1867.0,Francis Holder,77.0,bakeries,Food and Beverage,Male,Europe,France,,,1.2,
1867.0,Hong Seok-Joh,65.0,convenience stores,Fashion & Retail,Male,Asia,South Korea,,,1.2,BGF Retail Co.
1867.0,Douglas Hsu,75.0,diversified,Diversified,Male,Asia,Taiwan,,,1.2,
1867.0,Huang Jianrong,60.0,minerals,Metals & Mining,Male,Asia,China,,,1.2,
1867.0,"B. Wayne Hughes, Jr.",57.0,storage facilities,Real Estate,Male,North America,United States,CA,California,1.2,
1867.0,Daisy Igel,90.0,"gas, petrochemicals",Energy,Female,South America,Brazil,,,1.2,
1867.0,Thomas James,75.0,finance,Finance and Investments,Male,North America,United States,FL,Florida,1.2,
1867.0,Jiang Ganjun,54.0,home & office products,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Jiang Zhaobai,54.0,real estate,Real Estate,Male,Asia,China,,,1.2,
1867.0,Jin Huiming,65.0,real estate,Real Estate,Male,Asia,China,,,1.2,
1867.0,Ajay Kalsi,57.0,oil & gas,Energy,Male,Asia,India,,,1.2,
1867.0,Helga Kellerhals,77.0,electronics retailer,Fashion & Retail,Female,Europe,Germany,,,1.2,
1867.0,King Pak Fu,48.0,real estate,Real Estate,Male,Asia,Hong Kong,,,1.2,
1867.0,Sergei Kolesnikov,46.0,building materials,Manufacturing,Male,Asia,Russia,,,1.2,
1867.0,Hemendra Kothari,71.0,Financial Services,Finance and Investments,Male,Asia,India,,,1.2,
1867.0,Eiichi Kuriwada,71.0,package delivery,Logistics,Male,Asia,Japan,,,1.2,
1867.0,Guy Laliberté,58.0,Cirque du Soleil,Media & Entertainment,Male,North America,Canada,,,1.2,"Cofounder and CEO, Cirque du Soleil"
1867.0,Lee Hae-Jin,50.0,Internet,Technology,Male,Asia,South Korea,,,1.2,Naver
1867.0,Michael Lee-Chin,67.0,mutual funds,Finance and Investments,Male,North America,Canada,,,1.2,
1867.0,Li Guangyu,54.0,education,Service,Male,Asia,China,,,1.2,
1867.0,Li Jun,53.0,electronics,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Li Rucheng,66.0,apparel,Fashion & Retail,Male,Asia,China,,,1.2,
1867.0,Li Xuhui,49.0,soy sauce maker,Food and Beverage,Female,Asia,China,,,1.2,
1867.0,Lim Wee Chai,60.0,rubber gloves,Manufacturing,Male,Asia,Malaysia,,,1.2,
1867.0,Liu Jiang,50.0,gas,Energy,Male,Asia,China,,,1.2,
1867.0,Liu Xuejing,67.0,"copper, poultry",Diversified,Male,Asia,China,,,1.2,
1867.0,Liu Zhenguo,53.0,sewage treatment,Service,Male,Asia,China,,,1.2,
1867.0,Lo Ka Shui,71.0,real estate,Real Estate,Male,Asia,Hong Kong,,,1.2,
1867.0,Lo Siu-tong,87.0,"real estate, hotels",Real Estate,Male,Asia,Hong Kong,,,1.2,
1867.0,Tobi Lutke,37.0,e-commerce,Technology,Male,North America,Canada,,,1.2,
1867.0,Ma Yunsheng,55.0,energy,Diversified,Male,Asia,China,,,1.2,
1867.0,Ziyavudin Magomedov,49.0,"port, gas",Energy,Male,Asia,Russia,,,1.2,
1867.0,Ana Maria Marcondes Penido Sant'Anna,62.0,toll roads,Construction & Engineering,Female,South America,Brazil,,,1.2,
1867.0,Terence (Terry) Matthews,74.0,telecom,Telecom,Male,North America,Canada,,,1.2,
1867.0,Gail Miller,74.0,"basketball, car dealers",Automotive,Female,North America,United States,UT,Utah,1.2,
1867.0,Andrei Molchanov,46.0,construction materials,Construction & Engineering,Male,Asia,Russia,,,1.2,
1867.0,Ni Zhaoxing,62.0,real estate,Real Estate,Male,Asia,China,,,1.2,
1867.0,Kentaro Ogawa,69.0,restaurants,Food and Beverage,Male,Asia,Japan,,,1.2,
1867.0,Erik Paulsson,76.0,"construction, real estate",Real Estate,Male,Europe,Sweden,,,1.2,
1867.0,Peng Hao,50.0,electronics,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Stefan Pierer,61.0,automotive,Automotive,Male,Europe,Austria,,,1.2,
1867.0,Michael Price,65.0,investments,Finance and Investments,Male,North America,United States,NJ,New Jersey,1.2,"President, MFP Investors Inc."
1867.0,Clayton Riddell,80.0,oil & gas,Energy,Male,North America,Canada,,,1.2,"Chairman and CEO, Paramount Resources Ltd."
1867.0,Boris Rotenberg,61.0,"construction, pipes, chemicals",Construction & Engineering,Male,Asia,Russia,,,1.2,
1867.0,Igor Rybakov,45.0,building materials,Manufacturing,Male,Asia,Russia,,,1.2,
1867.0,Stephen Saad,53.0,pharmaceuticals,Healthcare,Male,Africa,South Africa,,,1.2,
1867.0,K. Rai Sahi,71.0,real estate,Real Estate,Male,North America,Canada,,,1.2,"CEO and Chairman, Morguard Corporation"
1867.0,Airat Shaimiev,56.0,"refinery, chemicals",Energy,Male,Asia,Russia,,,1.2,
1867.0,Radik Shaimiev,53.0,"refinery, chemicals",Energy,Male,Asia,Russia,,,1.2,
1867.0,Shang Jiyong,50.0,"tires, chemicals",Diversified,Male,Asia,China,,,1.2,
1867.0,Mikhail Shelkov,49.0,titanium,Metals & Mining,Male,Asia,Russia,,,1.2,
1867.0,S.D. Shibulal,63.0,software services,Technology,Male,Asia,India,,,1.2,
1867.0,Ron Sim,59.0,retail,Fashion & Retail,Male,Asia,Singapore,,,1.2,
1867.0,Leonid Simanovsky,68.0,investments,Finance and Investments,Male,Asia,Russia,,,1.2,
1867.0,Basudeo Singh,77.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.2,
1867.0,Samprada Singh,92.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.2,
1867.0,Terry Snow,74.0,"airports, real estate",Real Estate,Male,Oceania,Australia,,,1.2,
1867.0,Lynsi Snyder,35.0,In-N-Out Burger,Food and Beverage,Female,North America,United States,CA,California,1.2,
1867.0,Sybill Storz,80.0,medical devices,Healthcare,Female,Europe,Germany,,,1.2,
1867.0,Harjo Sutanto,91.0,consumer goods,Fashion & Retail,Male,Asia,Indonesia,,,1.2,
1867.0,Yoshikazu Tanaka,41.0,social network,Technology,Male,Asia,Japan,,,1.2,
1867.0,Mehmet Sinan Tara,59.0,construction,Construction & Engineering,Male,Europe,Turkey,,,1.2,
1867.0,Rit Thirakomen,66.0,restaurants,Food and Beverage,Male,Asia,Thailand,,,1.2,
1867.0,Tian Ming,64.0,measuring instruments,Technology,Male,Asia,China,,,1.2,
1867.0,Ion Tiriac,78.0,"banking, insurance",Finance and Investments,Male,,Romania,,,1.2,
1867.0,Ivar Erik Tollefsen,56.0,Real estate,Real Estate,Male,Europe,Norway,,,1.2,
1867.0,Mustafa Latif Topbas,73.0,"food, retail",Fashion & Retail,Male,Europe,Turkey,,,1.2,
1867.0,Thomas Tull,47.0,movies,Media & Entertainment,Male,North America,United States,CA,California,1.2,
1867.0,John Van Lieshout,72.0,real estate,Real Estate,Male,Oceania,Australia,,,1.2,
1867.0,Wang Han,30.0,airline,Diversified,Male,Asia,China,,,1.2,
1867.0,Wang Junjin,49.0,airline,Service,Male,Asia,China,,,1.2,
1867.0,Wang Wenbiao,61.0,"natural gas, fertilizers",Manufacturing,Male,Asia,China,,,1.2,
1867.0,"Alfred West, Jr.",75.0,money management,Finance and Investments,Male,North America,United States,PA,Pennsylvania,1.2,
1867.0,Wu Daohong,52.0,energy services,Energy,Male,Asia,China,,,1.2,
1867.0,Wu Yiling,68.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.2,
1867.0,Xiu Laigui,63.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.2,
1867.0,Xu Xiong,46.0,driving schools,Service,Male,Asia,China,,,1.2,
1867.0,Xu Xudong,48.0,auto parts,Automotive,Male,Asia,China,,,1.2,
1867.0,Xue Hua,48.0,Agribusiness,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Vadim Yakunin,55.0,pharmacy,Healthcare,Male,Asia,Russia,,,1.2,
1867.0,Yan Yude,57.0,private schools,Service,Male,Asia,China,,,1.2,
1867.0,Yang Keng,57.0,real estate,Real Estate,Male,Asia,China,,,1.2,
1867.0,Yang Shaopeng,60.0,Shipping,Logistics,Male,Asia,China,,,1.2,
1867.0,Zhang Cheng Fei,50.0,paper & related products,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Zhang Jingzhang,82.0,precision machinery,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Zhang Keqiang,57.0,real estate,Real Estate,Male,Asia,China,,,1.2,
1867.0,Zhang Xuanning,47.0,retail,Fashion & Retail,Male,Asia,China,,,1.2,
1867.0,Zhang Zhangsun,61.0,real estate,Real Estate,Male,Asia,China,,,1.2,
1867.0,Zhou Bajin,82.0,auto parts,Manufacturing,Male,Asia,China,,,1.2,
1867.0,Zhou Wenyu,53.0,real estate,Real Estate,Male,Asia,China,,,1.2,
