rank,personName,age,finalWorth,category,country,gender_F,gender_M
2190,Alexander Sixt,42,1300,6,66,0,1
2190,Konstantin Sixt,39,1300,6,66,0,1
2190,Terry Snow,78,1300,12,54,0,1
2190,Marco Squinzi,50,1300,16,22,0,1
2190,Veronica Squinzi,50,1300,16,22,1,0
2190,Manny Stul,72,1300,3,54,0,1
2190,Rustem Sulteev,68,1300,13,59,0,1
2190,Sehat Sutardja,60,1300,2,49,0,1
2190,Tony Tan Caktiong,69,1300,10,47,0,1
2190,Jim Thompson,82,1300,5,17,0,1
2190,Carmen Thyssen,78,1300,3,43,1,0
2190,August Troendle,66,1300,7,49,0,1
2190,Joop van den Ende,80,1300,1,33,0,1
2190,Sekar Vembu,50,1300,2,56,0,1
2190,Sandro Veronesi & family,62,1300,15,22,0,1
2190,Wan Long,81,1300,10,34,0,1
2190,Han Wang,34,1300,4,34,0,1
2190,Wang Jianyi,59,1300,2,34,0,1
2190,Wang Qinghua,56,1300,3,34,0,1
2190,Pengcheng Wen & family,59,1300,10,34,0,1
2190,"Alfred West, Jr.",79,1300,0,49,0,1
2190,Dan Wilks,65,1300,13,49,0,1
2190,Farris Wilks,70,1300,13,49,0,1
2190,Gang Xu,58,1300,3,34,0,1
2190,Xu Jin,57,1300,10,34,0,1
2190,Tony Xu,37,1300,2,49,0,1
2190,Ye Yanqiao,52,1300,10,34,0,1
2190,Patrick Zalupski,41,1300,12,49,0,1
2190,Shengda Zan,59,1300,4,34,0,1
2190,Zeng Chaoyi,53,1300,3,34,0,1
2190,Zhang Guiping & family,70,1300,12,34,0,1
2190,Peng Zhao,51,1300,8,34,0,1
2190,Zheng Zhiguo,50,1300,7,34,0,1
2190,Kostyantin Zhevago,48,1300,14,26,0,1
2190,Zhou Mingjie,64,1300,2,34,0,1
2190,Zhu Xingliang,62,1300,16,34,0,1
2324,Sanjay Agarwal,51,1200,0,56,0,1
2324,Hamad bin Jassim bin Jaber Al Thani,62,1200,0,41,0,1
2324,Betty Ang,67,1200,10,47,1,0
2324,Christian Angermayer,43,1200,0,35,0,1
2324,Mika Anttonen,55,1200,13,61,0,1
2324,Jose Maria Aristrain,59,1200,14,24,0,1
2324,Emilio Azcarraga Jean,54,1200,1,32,0,1
2324,Thomas Bailey,85,1200,0,49,0,1
2324,Andrei Bokarev,55,1200,3,59,0,1
2324,Stephane Bonvin,55,1200,12,24,0,1
2324,Ashok Boob,70,1200,3,56,0,1
2324,Ludwig Theodor Braun,32,1200,7,66,0,1
2324,Friederike Braun-Luedicke,38,1200,7,66,1,0
2324,Pradip Burman,79,1200,10,56,0,1
2324,Jiancheng Chen,63,1200,3,34,0,1
2324,Chen Xueling,54,1200,3,34,1,0
2324,Cheng Lili,57,1200,10,34,0,1
2324,Yvon Chouinard,83,1200,15,49,0,1
2324,Luigi Cremonini & family,82,1200,10,22,0,1
2324,Tim Draper,63,1200,0,49,0,1
2324,Fan Zhaoxia & family,54,1200,13,34,1,0
2324,Gleb Fetisov,55,1200,17,59,0,1
2324,Robert Fisher,68,1200,15,49,0,1
2324,William Fisher,65,1200,15,49,0,1
2324,J. Christopher Flowers,64,1200,0,49,0,1
2324,Bernd Freier,65,1200,15,66,0,1
2324,Geng Diangen,65,1200,2,34,0,1
2324,Dan Gertler,48,1200,14,11,0,1
2324,David Girouard,56,1200,0,49,0,1
2324,John Goff,67,1200,12,49,0,1
2324,Lawrence Golub,62,1200,0,49,0,1
2324,Sven Hagströmer,78,1200,0,37,0,1
2324,Fahed Hariri,41,1200,16,35,0,1
2324,Richard Hayne,74,1200,15,49,0,1
2324,He Yamin & family,65,1200,3,34,0,1
2324,Michael Heine,72,1200,0,54,0,1
2324,Heikki Herlin,35,1200,3,61,0,1
2324,Hong Feng,45,1200,2,34,0,1
2324,Hu Kun,52,1200,7,34,0,1
2324,Huang Hongyun & family,55,1200,12,34,0,1
2324,Shanbing Huang & family,65,1200,2,34,0,1
2324,Huang Shih Tsai,70,1200,12,34,0,1
2324,Huang Wenbiao,54,1200,10,34,0,1
2324,Mohammed Ibrahim,75,1200,17,35,0,1
2324,Hedda im Brahm-Droege,67,1200,0,66,1,0
2324,Rameshchandra Jain,73,1200,3,56,0,1
2324,Laurent Junique,56,1200,2,52,0,1
2324,Zbigniew Juroszek & family,59,1200,4,65,0,1
2324,Chatchai Kaewbootta,70,1200,0,13,0,1
2324,Shirley Kao,65,1200,10,63,1,0
2324,Ipek Kirac,37,1200,4,38,1,0
2324,Carsten Koerl,57,1200,9,24,0,1
2324,Andrei Kosogov,61,1200,13,59,0,1
2324,John Krystynak,53,1200,1,49,0,1
2324,John Kusuma,55,1200,0,7,0,1
2324,Hartono Kweefanus,72,1200,10,7,0,1
2324,Kwek Leng Peck,66,1200,4,52,0,1
2324,Kristo Käärmann,41,1200,0,35,0,1
2324,Guy Laliberté,62,1200,1,25,0,1
2324,Lee Sang-ryul,60,1200,3,64,0,1
2324,Lee Seung-gun,40,1200,2,64,0,1
2324,Hongjing Li,54,1200,6,34,0,1
2324,Li Wanqiang,44,1200,2,34,0,1
2324,Lu Hongyan,44,1200,1,34,0,1
2324,Dalong Lv,60,1200,17,34,0,1
2324,Carsten Maschmeyer,62,1200,0,66,0,1
2324,Todd McKinnon,50,1200,2,49,0,1
2324,Rubens Menin Teixeira de Souza,66,1200,4,23,0,1
2324,Lorinc Meszaros,56,1200,4,16,0,1
2324,Ulrich Mommert & family,81,1200,6,69,0,1
2324,Park Kwan-ho,50,1200,1,64,0,1
2324,George Pedersen,86,1200,3,49,0,1
2324,David Penaloza Alanis,48,1200,16,32,0,1
2324,Stefan Pierer,65,1200,6,69,0,1
2324,Murdaya Poo,81,1200,4,7,0,1
2324,Michael Price,69,1200,0,49,0,1
2324,Leonid Radvinsky,40,1200,2,49,0,1
2324,Megdet Rahimkulov & family,76,1200,0,59,0,1
2324,Andrei Rappoport,58,1200,0,59,0,1
2324,Dasari Uday Kumar Reddy,54,1200,2,56,0,1
2324,Helena Revoredo,75,1200,8,53,1,0
2324,Duke Reyes,65,1200,10,49,0,1
2324,Nobutada Saji,76,1200,10,9,0,1
2324,Leonard Schleifer,69,1200,7,49,0,1
2324,Airat Shaimiev,60,1200,13,59,0,1
2324,Radik Shaimiev,57,1200,13,59,0,1
2324,Vijay Shekhar Sharma,43,1200,8,56,0,1
2324,Devi Shetty,69,1200,7,56,0,1
2324,Shum Chiu Hung & family,52,1200,12,34,0,1
2324,Michael Steinhardt,81,1200,0,49,0,1
2324,Petter Stordalen & family,59,1200,8,31,0,1
2324,Winarko Sulistyo,76,1200,3,7,0,1
2324,Sun Huaiqing & family,52,1200,15,34,0,1
2324,Luc Tack,60,1200,3,72,0,1
2324,Lucio Tan,87,1200,4,47,0,1
2324,Yoshikazu Tanaka,45,1200,2,9,0,1
2324,Stanley Tang,29,1200,2,49,0,1
2324,Sam Tarascio,77,1200,12,54,0,1
2324,Alexander Tedja,76,1200,12,7,0,1
2324,Laurie Tisch,71,1200,4,49,1,0
2324,Steven Tisch,73,1200,4,49,0,1
2324,Stefania Triva,57,1200,7,22,1,0
2324,Maria Grace Uy,53,1200,17,47,1,0
2324,Wim van der Leegte,74,1200,3,33,0,1
2324,Thongma Vijitpongpun,64,1200,12,13,0,1
2324,Jianfeng Wang & family,52,1200,6,34,0,1
2324,Wang Jilei,57,1200,5,34,0,1
2324,Wang Junmin,53,1200,7,34,0,1
2324,Wang Kunxiao,52,1200,3,34,0,1
2324,Wang Zhentao & family,56,1200,7,34,0,1
2324,J. Wayne Weaver,86,1200,4,49,0,1
2324,Weng Xianding,60,1200,7,34,0,1
2324,Horst Wortmann,80,1200,15,66,0,1
2324,Wu Chung-yi,66,1200,3,63,0,1
2324,Wu Li-gann,81,1200,3,63,0,1
2324,Wu Peifu & family,60,1200,3,34,0,1
2324,Xiu Laigui,67,1200,7,34,0,1
2324,Yeh Kuo-I,80,1200,3,63,0,1
2324,Faxiang Yu,50,1200,1,34,0,1
2324,Zeng Chaolin,39,1200,14,34,0,1
2324,Zhang Tianyu,54,1200,17,34,0,1
2324,Shusheng Zheng,56,1200,17,34,0,1
2448,A. Jayson Adair,52,1100,6,49,0,1
2448,Joao Alves de Queiroz Filho,69,1100,4,23,0,1
2448,Ryuji Arai,75,1100,15,9,0,1
2448,Sara Blakely,51,1100,15,49,1,0
2448,Lloyd Blankfein,67,1100,0,49,0,1
2448,Henadiy Boholyubov,60,1100,4,26,0,1
2448,Casper Callerström,48,1100,0,37,0,1
2448,Kejian Cao,59,1100,3,34,0,1
2448,Turgay Ciner,66,1100,4,38,0,1
2448,Dai Lizhong,53,1100,7,34,0,1
2448,Pedro de Godoy Bueno,31,1100,7,23,0,1
2448,Aydin Dogan,85,1100,1,38,0,1
2448,Wolfgang Egger,56,1100,12,66,0,1
2448,Gabriel Escarrer,87,1100,8,53,0,1
2448,Richard Fairbank,71,1100,0,49,0,1
2448,Andy Fang,29,1100,2,49,0,1
2448,Paul Fireman,78,1100,15,49,0,1
2448,Donald Friese,81,1100,3,49,0,1
2448,Soichiro Fukutake,76,1100,8,1,0,1
2448,Antonio Gallardo Ballart,86,1100,7,53,0,1
2448,David Golub,59,1100,0,49,0,1
2448,Guan Yihong,52,1100,10,34,0,1
2448,Stelios Haji-Ioannou,55,1100,8,30,0,1
2448,Mustafa Hamied,81,1100,7,56,0,1
2448,Ronnen Harary,50,1100,3,25,0,1
2448,David Helgason,44,1100,2,70,0,1
2448,Eduardo Hochschild,58,1100,14,50,0,1
2448,Hong Seok-joh,69,1100,15,64,0,1
2448,Huang Xu,54,1100,2,34,0,1
2448,Subba Rao Jasti,95,1100,7,56,0,1
2448,Long Jiang,48,1100,2,34,0,1
2448,Jiang Xuefei & family,52,1100,2,34,0,1
2448,Jonas Kamprad,56,1100,0,35,0,1
2448,Mathias Kamprad,52,1100,0,35,0,1
2448,Peter Kamprad,58,1100,0,72,0,1
2448,Andrew Karam,40,1100,1,49,0,1
2448,Samvel Karapetyan,56,1100,16,59,0,1
2448,Alexander Karp,54,1100,2,49,0,1
2448,Ke Guihua,56,1100,3,34,0,1
2448,Kim Jung-woong,47,1100,15,64,0,1
2448,Harry Klagsbrun,67,1100,0,37,0,1
2448,Alexander Knauf,47,1100,3,66,0,1
2448,Koh Wee Meng,58,1100,12,52,0,1
2448,Sergei Kolesnikov,50,1100,3,59,0,1
2448,Andrei Komarov,55,1100,3,59,0,1
2448,Koo Bon-neung,73,1100,3,64,0,1
2448,Koo Bon-sik,63,1100,2,64,0,1
2448,Suresh Krishna,85,1100,6,56,0,1
2448,Nancy Lerner,61,1100,0,49,1,0
2448,Norma Lerner,86,1100,0,49,1,0
2448,Randolph Lerner,60,1100,0,49,0,1
2448,Li Shui-po,65,1100,3,34,0,1
2448,Li Tan,57,1100,7,34,1,0
2448,Li Wenmei & family,59,1100,7,34,0,1
2448,Lim Hariyanto Wijaya Sarwono,93,1100,13,7,0,1
2448,Lin Jie & family,53,1100,7,34,1,0
2448,Liu Chengyu & family,59,1100,3,34,0,1
2448,Lou Boliang,58,1100,7,34,0,1
2448,Lun Ruixiang & family,54,1100,12,17,0,1
2448,Lv Yongxiang,72,1100,3,34,0,1
2448,Ma Xiuhui,51,1100,3,34,1,0
2448,Yasseen Mansour,60,1100,4,40,0,1
2448,Jorge Mas,59,1100,16,49,0,1
2448,Ulrike Meister,55,1100,3,66,1,0
2448,Jeffrey Michael & family,65,1100,2,49,0,1
2448,Soichiro Minami,45,1100,2,9,0,1
2448,Bob Muglia,62,1100,2,49,0,1
2448,Erik Must,79,1100,0,31,0,1
2448,Kerr Neilson,72,1100,0,54,0,1
2448,John Oyler,54,1100,7,34,0,1
2448,Park Hyeon-joo,63,1100,0,64,0,1
2448,Jose Isaac Peres & family,81,1100,12,23,0,1
2448,John Phillips,71,1100,0,25,0,1
2448,Pu Zhongjie & family,59,1100,7,34,0,1
2448,Qian Xiaojun,47,1100,2,34,0,1
2448,Anton Rabie,50,1100,3,25,0,1
2448,Igor Rybakov,49,1100,3,59,0,1
2448,K. Rai Sahi,75,1100,12,25,0,1
2448,"Karl Scheufele, III. & family",83,1100,15,24,0,1
2448,Steven Schuurman,46,1100,2,33,0,1
2448,Analjit Singh,68,1100,4,56,0,1
2448,Kavita Singhania,60,1100,3,56,1,0
2448,Michael S. Smith,66,1100,13,49,0,1
2448,Scott Smith,72,1100,2,49,0,1
2448,Ashok Soota,79,1100,2,56,0,1
2448,Michael Spencer,66,1100,0,35,0,1
2448,Venu Srinivasan,69,1100,6,56,0,1
2448,Dirk Stroeer,53,1100,1,66,0,1
2448,Susanto Suwarto,66,1100,1,7,0,1
2448,Xiuguo Tang,58,1100,3,34,0,1
2448,Mehmet Sinan Tara,63,1100,16,38,0,1
2448,Robert Toll,81,1100,12,49,0,1
2448,Surin Upatkoon,72,1100,4,20,0,1
2448,Sunil Vachani,53,1100,3,56,0,1
2448,Murat Vargi,74,1100,17,38,0,1
2448,Pongsak Viddayakorn,88,1100,7,13,0,1
2448,Wang Shumin,65,1100,3,34,1,0
2448,Anne Werninghaus,36,1100,3,23,1,0
2448,Allan Wong,72,1100,3,17,0,1
2448,Chaoqun Wu,52,1100,3,34,0,1
2448,Wu Yonghua,51,1100,15,34,0,1
2448,Wu Zhenxing,52,1100,10,34,0,1
2448,Franziska Wuerbser,34,1100,3,66,1,0
2448,Xia Xinde,57,1100,3,34,0,1
2448,Xiong Jun & family,48,1100,7,34,0,1
2448,Jane Yan & family,52,1100,2,34,1,0
2448,Yang Erzhu,71,1100,12,34,0,1
2448,Vlad Yatsenko,38,1100,0,35,0,1
2448,Yi Xianzhong & family,62,1100,7,34,0,1
2448,Yoshiaki Yoshida,81,1100,15,9,0,1
2448,Yu Rong,50,1100,7,34,0,1
2448,Igor Yusufov,65,1100,13,59,0,1
2448,Zhang Cheng Fei,54,1100,3,34,0,1
2448,Zhang Fangliang,57,1100,7,34,0,1
2448,Baoshen Zhong,54,1100,13,34,0,1
2448,Zhou Minghua,58,1100,7,34,0,1
2578,Krishna Kumar Bangur,61,1000,3,56,0,1
2578,"Wilbur  'Ed' Bosarge, Jr.",82,1000,0,49,0,1
2578,Johanna Braun,42,1000,7,66,1,0
2578,Karl Friedrich Braun,39,1000,7,66,0,1
2578,Jean-Pierre Cayard,79,1000,10,71,0,1
2578,Tony Chen,72,1000,2,63,0,1
2578,Vivien Chen,63,1000,12,17,1,0
2578,Chey Ki-won,57,1000,2,64,1,0
2578,Pollyanna Chu,64,1000,0,17,1,0
2578,Roy Chi Ping Chung,69,1000,3,17,0,1
2578,Doug Clarke,41,1000,2,54,0,1
2578,Ronald Clarke,66,1000,2,49,0,1
2578,Jean-Paul Clozel,67,1000,7,24,0,1
2578,Carl DeSantis,82,1000,10,49,0,1
2578,Sefik Yilmaz Dizdar,84,1000,15,38,0,1
2578,Charles Dunstone,58,1000,17,35,0,1
2578,Larry Fink,69,1000,0,49,0,1
2578,Fu Gang,51,1000,7,34,0,1
2578,Jorge Gallardo Ballart,80,1000,7,53,0,1
2578,Nari Genomal,82,1000,15,47,0,1
2578,Ramesh Genomal,71,1000,15,47,0,1
2578,Sunder Genomal,68,1000,15,56,0,1
2578,Horst-Otto Gerberding,69,1000,10,66,0,1
2578,Guo Jiangang,55,1000,3,34,0,1
2578,Polys Haji-Ioannou,62,1000,8,30,0,1
2578,Huang Jian,55,1000,3,34,0,1
2578,Huang Jinxiang & family,57,1000,3,34,0,1
2578,Huang Weibin,54,1000,3,34,0,1
2578,Hiroshi Ishibashi,75,1000,6,9,0,1
2578,Bent Jensen,70,1000,3,70,0,1
2578,Boris Jordan,55,1000,3,49,0,1
2578,Morris Kahn,92,1000,2,11,0,1
2578,Marcelo Kalim,52,1000,0,23,0,1
2578,Eugene Kaspersky,56,1000,2,59,0,1
2578,Kangbao Ke & family,59,1000,7,34,0,1
2578,Yunfeng Ke & family,55,1000,7,34,0,1
2578,Ken Kendrick,78,1000,9,49,0,1
2578,Ihor Kolomoyskyy,59,1000,4,26,0,1
2578,Jeff Lawson,44,1000,2,49,0,1
2578,Liang Jiankun & family,60,1000,14,34,0,1
2578,Liu Baolin,68,1000,15,34,0,1
2578,Liu Quan,45,1000,2,34,0,1
2578,Udo Mueller,60,1000,1,66,0,1
2578,Bruce Nordstrom,88,1000,15,49,0,1
2578,Scott Nuttall,49,1000,0,49,0,1
2578,Roberto Ongpin,85,1000,4,47,0,1
2578,Adrian Paval,53,1000,15,55,0,1
2578,Tyler Perry,52,1000,1,49,0,1
2578,Grant Petty,53,1000,2,54,0,1
2578,G.V. Prasad,61,1000,7,56,0,1
2578,Qiu Zixin,58,1000,7,34,0,1
2578,Jupally Rameshwar Rao,66,1000,12,56,0,1
2578,Vera Rechulski Santo Domingo,73,1000,10,68,1,0
2578,Michael Rees,47,1000,0,49,0,1
2578,Mark Rein,58,1000,1,49,0,1
2578,Ren Zhengfei,78,1000,17,34,0,1
2578,Francisco Jose Riberas Mera,57,1000,3,53,0,1
2578,Boris Rotenberg,65,1000,16,59,0,1
2578,Chanchai Ruayrungruang,68,1000,12,34,0,1
2578,Alan Rydge,69,1000,1,54,0,1
2578,Oliver Samwer,48,1000,2,66,0,1
2578,Glenn Sanford,55,1000,12,49,0,1
2578,Dhruv Sawhney,77,1000,16,56,0,1
2578,Neerja Sethi,67,1000,2,49,1,0
2578,Ramesh Chandra Sharma,77,1000,0,56,0,1
2578,Dean Solon,57,1000,13,49,0,1
2578,Mike Speiser,51,1000,2,49,0,1
2578,Jeff Sprecher,67,1000,0,49,0,1
2578,Axel Stawski,71,1000,12,49,0,1
2578,Joseph Steinberg,78,1000,0,49,0,1
2578,Bhawari Bai Surana,76,1000,7,56,1,0
2578,Ruiqing Tan,55,1000,3,34,0,1
2578,Masaru Tange,47,1000,2,9,0,1
2578,Dennis Anthony Uy,55,1000,17,47,0,1
2578,Peter-Alexander Wacker,70,1000,3,66,0,1
2578,Shigefumi Wada & family,69,1000,2,9,0,1
2578,Wang Qiangxiang,50,1000,8,34,0,1
2578,Xiong Shaoming,51,1000,3,34,0,1
2578,Shintaro Yamada,44,1000,2,9,0,1
2578,Mark Haoyong Yang,47,1000,2,34,0,1
2578,Yao Hsiao Tung,82,1000,3,52,0,1
2578,Yao Liangbo,53,1000,15,34,0,1
2578,Ye Qiongjiu,67,1000,2,34,1,0
2578,"Richard Yuengling, Jr.",79,1000,10,49,0,1
2578,Zhang Kapeng,57,1000,16,34,0,1
2578,Zhang Yuqiang,66,1000,3,34,0,1
2578,Zhou Ruxin,59,1000,2,34,0,1
2578,Wen Zhou & family,57,1000,3,34,0,1
2578,Zhou Yifeng & family,43,1000,13,34,1,0
2578,Zhuang Kuilong & family,59,1000,3,34,0,1
